Carpeta; Latitud;Longitud
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.046217;-77.103645
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.0434;-77.10223
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.043635;-77.105841
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.044411;-77.108202
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.043038;-77.111216
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.044412;-77.112565
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.045514;-77.112852
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.042106;-77.114543
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.041344;-77.119241
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.043633;-77.119297
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.039904;-77.123842
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07026;-12.042829;-77.124457
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.051955;-77.102325
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.051092;-77.107744
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.051707;-77.111536
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.055161;-77.111081
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.053634;-77.10688
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.055081;-77.117718
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.052773;-77.118977
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.053271;-77.122113
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.056154;-77.123724
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.056582;-77.128082
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.052743;-77.135671
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.049481;-77.132536
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.049605;-77.13668
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Callao / COD 07001;-12.054987;-77.131865
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.897252;-77.036566
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.898827;-77.033546
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.900238;-77.035467
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.900682;-77.031733
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.90371;-77.032013
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.905439;-77.033189
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15313;-11.903021;-77.035185
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.899872;-77.028937
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.896757;-77.027032
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.893628;-77.024553
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.895882;-77.020186
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.890016;-77.02361
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.893805;-77.019697
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.88571;-77.02124
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.884465;-77.018311
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.882243;-77.017449
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.879583;-77.015698
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.877494;-77.01419
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15321;-11.875663;-77.013692
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.89648;-77.039231
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.89482;-77.038346
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.893792;-77.039897
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.893482;-77.042223
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.89277;-77.040686
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.891762;-77.043357
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.892866;-77.044569
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.896024;-77.045728
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15316;-11.896273;-77.04394
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.889549;-77.038153
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.889091;-77.040759
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.887061;-77.040203
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.886005;-77.037481
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.882936;-77.035869
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.884346;-77.03557
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.87823;-77.032671
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.878707;-77.035902
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.880522;-77.033959
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.892292;-77.03678
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.889849;-77.035118
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.884912;-77.033359
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.887388;-77.033657
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.881582;-77.030875
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.878937;-77.028768
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.875697;-77.028983
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.874408;-77.032376
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.872758;-77.031015
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.874311;-77.018727
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.876462;-77.020565
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.880204;-77.022134
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.88187;-77.024631
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.884768;-77.024424
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.888079;-77.028502
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.891217;-77.029064
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.889751;-77.031314
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.897161;-77.031488
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.893862;-77.030277
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.89431;-77.034055
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Carabayllo / COD 15318-1;-11.891548;-77.032769
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.047641;-77.047797
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.063533;-77.041893
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.053392;-77.021302
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.047713;-77.021276
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.049891;-77.016681
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / CERCADO DE LIMA;-12.05976;-77.015479
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.077327;-77.030769
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.078436;-77.034965
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.07489;-77.031907
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.075755;-77.035356
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.072246;-77.03256
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.065398;-77.035292
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.06749;-77.03649
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / SANTA BEATRIZ 1;-12.06762;-77.037679
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.041893;-77.050867
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.03869;-77.050221
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.038086;-77.053812
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.039087;-77.053789
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.038463;-77.056419
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.038513;-77.059567
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.036879;-77.060604
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.037259;-77.061983
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.036892;-77.064475
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.042054;-77.06137
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15079;-12.039952;-77.062036
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.066355;-77.066278
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.063681;-77.065202
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.063448;-77.062074
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.060705;-77.066085
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.060201;-77.064452
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15083;-12.060568;-77.060807
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15082;-12.050858;-77.064819
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15082;-12.048977;-77.064655
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15082;-12.05083;-77.061673
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15082;-12.052589;-77.058361
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15088;-12.061781;-77.076702
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15088;-12.060946;-77.070335
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15088;-12.065683;-77.075305
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15088;-12.065219;-77.070262
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.055315;-77.079128
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.058196;-77.076821
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.058618;-77.078302
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.056162;-77.076927
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.056044;-77.078331
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.053329;-77.075996
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.052324;-77.078001
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.050966;-77.075527
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.050838;-77.076896
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.055414;-77.073021
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.056255;-77.070153
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.051482;-77.072583
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.048685;-77.075911
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.03657;-77.067191
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.03624;-77.071394
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.036716;-77.076465
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.038184;-77.080149
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.037345;-77.080167
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.036637;-77.079957
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.041442;-77.067804
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Cercado de Lima / COD 15081;-12.039586;-77.068458
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 2;-12.203507;-77.006021
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 2;-12.189648;-77.008531
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 2;-12.192825;-77.013614
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 2;-12.20289;-76.988423
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 2;-12.203654;-76.978837
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.201727;-76.975606
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.194548;-76.985045
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.188406;-76.984488
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.191314;-76.980531
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.199576;-76.977944
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.194974;-76.982103
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 4;-12.197696;-76.976258
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 3;-12.175538;-77.025107
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 3;-12.180933;-77.018767
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 3;-12.180248;-77.022354
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 3;-12.184964;-77.019807
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.20086;-77.029543
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.193981;-77.023865
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.193045;-77.016551
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.189486;-77.01691
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.187375;-77.011177
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 01;-12.186196;-77.014213
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / CHORRILLOS 5;-12.158037;-77.024083
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.200124;-76.984204
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.198645;-76.990552
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.190489;-76.988395
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.191538;-76.990628
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.194346;-76.992228
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.190695;-76.995112
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.194343;-76.999009
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.196888;-76.99784
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.189912;-77.000595
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.188676;-77.005139
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.185148;-76.992958
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.184239;-76.996674
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15057;-12.185782;-77.003522
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054;-12.167985;-76.999682
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054;-12.172121;-76.999005
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054;-12.177724;-77.001122
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054;-12.18164;-77.005686
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.174738;-76.995127
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.179427;-76.998769
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.174359;-76.990322
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.174335;-76.992023
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.178506;-76.994095
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15056;-12.182039;-76.996591
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.174734;-77.01578
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.17413;-77.022598
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.171;-77.025183
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.168778;-77.031489
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.168359;-77.027195
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.170567;-77.019419
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.166585;-77.022018
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.176905;-77.00925
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.174495;-77.00693
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.17248;-77.009018
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.174305;-77.010412
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.173358;-77.005757
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.170978;-77.0069
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.179105;-77.007498
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.175314;-77.005033
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15064;-12.182078;-77.009585
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.202064;-77.002151
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.20167;-77.024666
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.197551;-77.021871
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.194463;-77.018275
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.202568;-77.018886
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.19926;-77.017448
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.196789;-77.015084
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.195447;-77.007277
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.199664;-77.00542
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.202555;-77.011235
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.206082;-77.014597
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.209139;-77.017177
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15067;-12.200215;-77.008539
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054-15056;-12.174029;-77.00056
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Chorrillos / COD 15054-15056;-12.175764;-76.994801
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Comas / COMAS 07;-11.960322;-77.038683
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Comas / COMAS 07;-11.957065;-77.03561
COBERTURA ACTIVA WIN LIMA PROVINCIA 2023 / LIMA / Comas / COMAS 06;-11.9728;-77.056975
